City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
456,Havoysund,NO,70.9963,24.6622,44.83,89,100,20.58,overcast clouds
457,Batagay-Alyta,RU,67.8006,130.4114,17.49,96,100,3.4,light snow
458,Evensk,RU,61.95,159.2333,30.92,80,98,16.46,overcast clouds
459,Frankfort,ZA,-27.2667,28.4833,74.14,32,0,9.66,clear sky
460,Mabaruma,GY,8.2,-59.7833,76.08,97,100,4.74,overcast clouds
461,Mizdah,LY,31.4451,12.9801,66.92,54,0,15.21,clear sky
462,Dudinka,RU,69.4058,86.1778,28.33,93,100,5.77,overcast clouds
463,Bar Harbor,US,44.3876,-68.2039,66.52,72,100,8.05,overcast clouds
464,Kichera,RU,55.9375,110.0997,21.63,73,66,4.25,broken clouds
465,Mackenzie,CA,55.2999,-123.1698,61.02,48,20,5.75,few clouds
466,Raga,SS,8.4596,25.678,69.93,92,37,1.52,scattered clouds
467,Hasaki,JP,35.7333,140.8333,59.4,80,100,22.75,light rain
468,Scarborough,GB,54.2797,-0.4044,53.17,80,66,8.99,broken clouds
469,Namatanai,PG,-3.6667,152.4333,79.47,82,100,8.34,light rain
470,Visim,RU,57.6488,59.5014,43.52,54,100,7.61,overcast clouds
471,Torbat-E Jam,IR,35.244,60.6225,58.64,17,0,13.76,clear sky
472,Derna,LY,32.767,22.6367,72.72,66,6,6.13,clear sky
473,San Policarpo,PH,12.1791,125.5072,80.92,78,100,4.32,overcast clouds
474,Pacific Grove,US,36.6177,-121.9166,76.39,85,40,10.0,scattered clouds
475,Port Augusta,AU,-32.5,137.7667,57.61,81,0,1.59,clear sky
476,Polyanka,UA,50.2584,27.6881,49.53,79,100,8.21,overcast clouds
477,Loa Janan,ID,-0.583,117.095,72.95,99,100,0.11,very heavy rain
478,Sundby,DK,54.864,11.793,61.02,80,40,20.92,scattered clouds
479,Pilar,BR,-9.5972,-35.9567,80.53,72,68,8.46,broken clouds
480,Vilyuysk,RU,63.7553,121.6247,29.1,97,100,5.59,light snow
481,Jacmel,HT,18.2342,-72.5347,89.44,73,89,4.45,overcast clouds
482,Kathmandu,NP,27.7167,85.3167,66.42,94,75,0.0,broken clouds
483,Qaqortoq,GL,60.7167,-46.0333,37.49,87,100,14.56,overcast clouds
484,Zhigansk,RU,66.7697,123.3711,24.21,93,100,11.74,overcast clouds
485,Belaya Gora,RU,68.5333,146.4167,17.51,93,97,11.18,overcast clouds
486,Sishui,CN,35.6489,117.2758,49.69,78,100,1.74,overcast clouds
487,Ketchikan,US,55.3422,-131.6461,57.67,94,100,11.5,mist
488,Nara,JP,34.6851,135.8049,61.92,69,100,2.66,light rain
489,Vilhena,BR,-12.7406,-60.1458,86.22,48,40,16.11,light rain
490,Baryshivka,UA,50.361,31.3217,49.78,84,100,6.33,overcast clouds
491,Ballarat,AU,-37.5662,143.8496,49.75,94,100,11.01,overcast clouds
492,Sechura,PE,-5.5569,-80.8222,77.04,51,17,17.25,few clouds
493,Abnub,EG,27.2696,31.1511,80.82,32,0,7.67,clear sky
494,Saint-Francois,FR,46.4154,3.9054,58.44,82,0,2.3,clear sky
495,Whitehorse,CA,60.7161,-135.0538,49.01,65,75,15.01,broken clouds
496,Peniche,PT,39.3558,-9.3811,66.07,89,0,14.36,clear sky
497,Kathu,TH,7.9178,98.3332,84.69,99,100,7.87,overcast clouds
498,Belmonte,BR,-15.8631,-38.8828,77.61,75,2,11.25,clear sky
499,Winnemucca,US,40.973,-117.7357,75.25,19,0,6.91,clear sky
500,Keffi,NG,8.8486,7.8736,73.71,90,88,1.97,overcast clouds
501,Shar,KZ,49.5886,81.0453,41.47,42,61,2.89,broken clouds
502,Tsuyama,JP,35.05,134.0,57.83,76,100,5.64,overcast clouds
503,Damietta,EG,31.4165,31.8133,78.69,64,0,8.75,clear sky
504,Champerico,GT,14.3,-91.9167,93.74,73,100,5.55,overcast clouds
505,Mennecy,FR,48.569,2.4438,66.78,78,100,10.36,overcast clouds
506,Sawakin,SD,19.1059,37.3321,88.27,51,0,2.68,clear sky
507,Jabinyanah,TN,35.035,10.9081,78.6,66,1,12.28,clear sky
508,Necochea,AR,-38.5473,-58.7368,60.48,66,100,5.7,light rain
509,Mecca,SA,21.4267,39.8261,85.82,37,0,4.38,clear sky
510,Suraabad,AZ,40.8192,49.4687,69.66,75,0,13.06,clear sky
511,Sistranda,NO,63.7256,8.834,49.96,81,60,36.6,broken clouds
512,Aksu,CN,41.1231,80.2644,57.85,28,87,4.41,overcast clouds
513,Seguela,CI,7.9611,-6.6731,72.45,94,67,3.83,light rain
514,Basco,PH,20.4487,121.9702,82.6,77,23,16.98,few clouds
515,Locri,IT,38.2414,16.2623,60.31,62,3,5.53,clear sky
516,Aras,ES,42.5617,-2.356,64.81,52,0,1.14,clear sky
517,Santa Cruz,BO,-17.8,-63.1667,91.45,49,40,27.63,scattered clouds
518,Vanimo,PG,-2.6741,141.3028,77.72,90,100,6.06,overcast clouds
519,Russell,US,32.3502,-85.1999,81.68,28,0,8.05,clear sky
520,Itarema,BR,-2.9248,-39.9167,80.46,74,44,18.16,scattered clouds
521,Mao,ES,39.8885,4.2658,70.36,73,20,5.75,few clouds
522,Pallisa,UG,1.145,33.7094,64.96,88,95,2.26,overcast clouds
523,Segezha,RU,63.7415,34.3222,45.64,90,99,10.76,overcast clouds
524,Pryazha,RU,61.6926,33.6216,42.03,96,98,5.32,overcast clouds
525,Harper,LR,4.375,-7.7169,76.57,90,97,7.31,overcast clouds
526,Bullhead City,US,35.1478,-114.5683,96.94,17,0,10.0,clear sky
527,Bonga,ET,7.2833,36.2333,58.89,99,97,1.32,light rain
528,Conde,BR,-7.2597,-34.9075,81.86,69,75,12.66,broken clouds
529,Kendari,ID,-3.945,122.4989,75.94,91,100,1.1,moderate rain
530,Coueron,FR,47.2151,-1.7217,62.55,88,75,5.75,broken clouds
531,Savannah Bight,HN,16.45,-85.85,77.16,88,100,10.47,overcast clouds
532,San Jose,US,37.3394,-121.895,88.5,70,20,0.0,haze
533,Shenjiamen,CN,29.9576,122.298,66.4,76,100,15.19,overcast clouds
534,Lagoa,PT,39.05,-27.9833,69.01,84,100,20.71,light rain
535,Gondanglegi,ID,-7.7479,112.0132,75.25,88,100,12.1,overcast clouds
536,Yerbogachen,RU,61.2767,108.0108,26.76,83,82,4.61,broken clouds
537,Sirnak,TR,37.5228,42.4594,66.27,20,22,7.31,few clouds
538,Fort Nelson,CA,58.8053,-122.7002,40.59,81,75,3.44,mist
539,Woodward,US,36.4337,-99.3904,79.83,44,100,0.0,overcast clouds
540,Kamen-Rybolov,RU,44.7481,132.0403,35.98,55,0,7.9,clear sky
541,Thai Binh,VN,20.45,106.3333,77.43,86,24,3.2,few clouds
542,Kirakira,SB,-10.4544,161.9205,80.53,78,100,6.04,overcast clouds
543,Sampit,ID,-2.5333,112.95,73.63,98,100,1.01,overcast clouds
544,Sosnovo-Ozerskoye,RU,52.5249,111.5418,17.94,86,12,4.68,few clouds
545,Naze,JP,28.3667,129.4833,74.32,76,34,9.51,scattered clouds
546,Fengzhen,CN,40.4394,113.1536,38.46,32,94,1.01,overcast clouds
547,Gat,IL,31.61,34.7642,75.88,100,0,4.32,clear sky
548,Beringovskiy,RU,63.05,179.3167,44.19,92,100,27.98,moderate rain
549,Tres Lagoas,BR,-20.7511,-51.6783,93.09,33,68,3.62,broken clouds
550,Paralimni,CY,35.0375,33.9833,76.12,80,0,4.0,clear sky
551,Le Port,RE,-20.9373,55.2919,69.8,79,72,3.4,broken clouds
552,Hay River,CA,60.8156,-115.7999,44.58,53,20,8.05,smoke
553,Killybegs,IE,54.6333,-8.45,55.11,76,43,23.91,scattered clouds
554,Ibra,OM,22.6906,58.5334,78.39,53,2,3.8,clear sky
555,Poronaysk,RU,49.2167,143.1167,35.71,67,100,9.71,overcast clouds
556,Maningrida,AU,-12.0667,134.2667,77.32,79,70,7.11,broken clouds
557,Kenora,CA,49.8167,-94.4337,61.77,59,75,4.61,broken clouds
558,Khudumelapye,BW,-23.8833,24.75,77.61,24,6,10.27,clear sky
559,Meghraj,IN,23.5,73.5,83.43,43,100,3.87,overcast clouds
560,Phuket,TH,8.0,98.25,85.08,94,20,9.22,few clouds
561,Areosa,PT,41.7178,-8.8571,62.08,88,13,11.68,few clouds
562,Kropotkin,RU,45.4375,40.5756,59.31,71,98,3.58,overcast clouds
563,Reus,ES,41.1561,1.1069,68.86,86,20,4.61,few clouds
564,Tyukalinsk,RU,55.8732,72.1967,45.63,48,100,7.74,overcast clouds
565,Port Hardy,CA,50.6996,-127.4199,60.98,82,75,3.44,broken clouds
566,Laguna,US,38.421,-121.4238,89.17,46,0,3.44,clear sky
567,Gordeyevka,RU,52.9569,31.9703,45.84,97,100,8.08,overcast clouds
568,Bembereke,BJ,10.2283,2.6634,73.62,88,98,2.59,light rain
569,Kisanga,TZ,-7.4362,37.7034,74.16,72,16,8.57,few clouds
570,Suhbaatar,MN,50.2314,106.2078,28.85,59,6,1.79,clear sky
571,Avera,US,33.194,-82.5271,79.56,20,0,5.32,clear sky
572,Port-Gentil,GA,-0.7193,8.7815,78.76,83,40,9.22,scattered clouds
573,Manggar,ID,-2.8833,108.2667,79.79,81,96,2.8,overcast clouds
574,Somerset,US,40.5668,-74.5496,62.78,90,100,5.75,overcast clouds
575,Oriximina,BR,-1.7656,-55.8661,96.01,36,87,7.49,overcast clouds
576,Hambantota,LK,6.1241,81.1185,78.64,81,100,16.58,overcast clouds
577,Svetlyy,RU,54.675,20.1347,53.65,74,95,12.68,overcast clouds
578,Yablochnyy,RU,47.1661,142.0661,40.6,63,100,19.01,overcast clouds
579,Sibolga,ID,1.7427,98.7792,74.98,87,100,1.79,overcast clouds
580,Salgado,BR,-11.0319,-37.475,79.5,66,7,8.61,clear sky
581,Baltasi,RU,56.3462,50.2062,45.21,89,75,11.99,broken clouds
582,Jining,CN,35.405,116.5814,48.96,81,100,4.05,overcast clouds
583,Trat,TH,12.5,102.5,80.87,93,100,2.04,overcast clouds
584,Tommot,RU,58.9564,126.2925,28.13,95,100,9.75,light snow
585,Leshukonskoye,RU,64.8989,45.7622,45.25,94,100,2.95,overcast clouds
586,Menongue,AO,-14.6585,17.691,70.97,20,50,3.29,scattered clouds
587,Pocone,BR,-16.2567,-56.6228,99.79,27,61,6.91,broken clouds
588,Azangaro,PE,-14.9167,-70.2167,64.94,15,55,13.98,broken clouds
589,Shache,CN,38.4167,77.2406,68.72,29,100,5.19,overcast clouds
590,Vacaria,BR,-28.5122,-50.9339,73.67,49,98,2.37,overcast clouds
591,Kangaatsiaq,GL,68.3065,-53.4641,34.99,68,93,14.67,overcast clouds
592,Alice Springs,AU,-23.7,133.8833,60.35,72,0,0.0,clear sky
593,Xinyu,CN,27.8043,114.9334,61.68,75,100,5.77,overcast clouds
594,Buraydah,SA,26.326,43.975,81.05,15,0,7.14,clear sky
595,Villazon,BO,-22.0866,-65.5942,64.36,3,1,23.94,clear sky
596,Enugu,NG,6.4402,7.4943,79.99,78,75,3.44,thunderstorm
597,Egvekinot,RU,66.3167,-179.1667,32.83,99,100,18.84,heavy snow
598,Olafsvik,IS,64.8945,-23.7142,44.33,68,100,9.64,overcast clouds
599,Predivinsk,RU,57.0669,93.4378,34.05,93,100,8.79,overcast clouds
600,Kloulklubed,PW,7.0419,134.2556,75.7,74,69,8.52,broken clouds
601,Darnah,LY,32.767,22.6367,72.72,66,6,6.13,clear sky
602,Staryy Nadym,RU,65.6118,72.6842,33.51,86,58,5.37,broken clouds
603,Vostok,RU,46.4856,135.8833,25.93,78,28,5.5,scattered clouds
604,Mackay,AU,-21.15,149.2,68.68,81,14,9.66,few clouds
605,Natal,BR,-5.795,-35.2094,84.42,70,40,17.27,scattered clouds
606,Sigulda,LV,57.1519,24.8647,52.77,95,100,3.0,overcast clouds
607,Vardo,NO,70.3705,31.1107,44.58,70,75,18.41,broken clouds
608,Atasu,KZ,48.6814,71.6433,46.33,36,31,7.47,scattered clouds
609,Palmer,US,42.1584,-72.3287,62.62,85,100,11.5,overcast clouds
610,Bonavista,CA,48.6499,-53.1147,59.32,65,10,9.24,clear sky
611,Flin Flon,CA,54.7682,-101.865,39.04,52,40,11.5,scattered clouds
612,Berlevag,NO,70.8578,29.0864,42.8,70,0,18.41,clear sky
613,Deputatskiy,RU,69.3,139.9,8.85,93,100,5.86,overcast clouds
614,Milas,TR,37.3164,27.7839,69.15,32,0,4.61,clear sky
615,Tura,IN,25.5198,90.2201,71.11,97,91,2.95,overcast clouds
616,Rabak,SD,13.1809,32.74,76.95,69,100,11.34,light rain
617,Palasa,IN,18.7667,84.4167,77.86,90,99,4.38,overcast clouds
618,Irtyshskiy,RU,58.3333,68.1333,46.72,67,100,5.95,overcast clouds
619,Praia,CV,14.9215,-23.5087,84.74,70,0,5.75,clear sky
620,Padang,ID,-0.9492,100.3543,76.93,87,100,4.27,overcast clouds
621,Tomatlan,MX,19.9333,-105.25,86.99,65,10,5.68,clear sky
622,Samarai,PG,-10.6167,150.6667,80.96,81,58,10.22,broken clouds
623,High Level,CA,58.5169,-117.136,44.71,65,75,10.36,broken clouds
624,Thohoyandou,ZA,-22.9456,30.485,71.98,42,0,2.62,clear sky
625,Coos Bay,US,43.3665,-124.2179,70.23,88,0,6.91,clear sky
626,Sabang,ID,5.8933,95.3214,78.78,83,100,15.73,light rain
627,Fairhaven,US,41.6376,-70.9036,59.54,86,100,10.36,mist
628,Solnechnyy,RU,50.7214,136.6319,31.06,51,5,8.9,clear sky
629,Senno,RU,59.5336,33.9167,43.27,96,93,3.71,overcast clouds
630,Lat Yao,TH,15.751,99.7893,75.22,94,100,4.74,overcast clouds
631,Letlhakane,BW,-21.4167,25.5833,76.93,22,1,9.62,clear sky
632,Tabuk,PH,17.4189,121.4443,73.2,94,99,1.9,overcast clouds
633,Leshan,CN,29.5623,103.7639,61.47,88,100,2.98,moderate rain
634,Matagami,CA,49.7502,-77.6328,62.71,77,100,11.5,overcast clouds
635,North Las Vegas,US,36.1989,-115.1175,91.15,17,0,10.36,clear sky
636,Koutsouras,GR,35.0339,25.9469,70.11,52,0,28.86,clear sky
637,Jiexiu,CN,37.0244,111.9125,48.7,82,100,2.82,overcast clouds
638,Tambo,PE,-14.8,-73.9167,49.23,18,95,16.06,overcast clouds
639,Phan Thiet,VN,10.9333,108.1,77.38,88,99,3.85,overcast clouds
640,Kasulu,TZ,-4.5767,30.1025,72.09,36,73,0.47,broken clouds
641,Kuytun,RU,54.3419,101.5036,32.09,80,100,3.09,overcast clouds
642,Sayat,TM,38.7839,63.8803,58.87,25,0,11.79,clear sky
643,Butler,US,39.4501,-84.5666,77.9,31,0,4.0,clear sky
644,Sakaiminato,JP,35.55,133.2333,66.18,63,75,12.66,light rain
645,La Seyne-Sur-Mer,FR,43.0982,5.8847,69.89,84,0,6.08,clear sky
646,Ouesso,CG,1.6136,16.0517,74.21,85,58,2.82,broken clouds
647,Alofi,NU,-19.0595,-169.9187,78.69,83,99,9.22,overcast clouds
648,Taoudenni,ML,22.6783,-3.9836,98.24,10,2,3.8,clear sky
649,Ambunti,PG,-4.2365,142.8448,73.87,99,100,1.05,overcast clouds
650,Popondetta,PG,-8.7537,148.2534,73.94,97,81,2.3,broken clouds
651,Gillette,US,44.2911,-105.5022,70.11,33,0,8.05,clear sky
652,Ussel,FR,45.55,2.3167,54.07,80,0,1.74,clear sky
653,Esfarayen,IR,37.0765,57.5101,55.06,22,0,4.09,clear sky
654,Swift Current,CA,50.2834,-107.8014,58.01,51,0,14.97,clear sky
655,Novikovo,RU,51.1537,37.8879,44.11,93,28,7.29,scattered clouds
656,Anton Lizardo,MX,19.05,-95.9833,80.82,68,24,9.66,few clouds
657,Falmouth,GB,50.1544,-5.0711,58.1,62,20,19.57,few clouds
658,Nizwa,OM,22.9333,57.5333,80.44,44,9,1.03,clear sky
659,Linjiang,CN,41.8069,126.9078,31.37,72,17,1.19,few clouds
660,Edd,ER,13.9297,41.6925,88.52,62,47,8.39,scattered clouds
661,Polunochnoye,RU,60.8697,60.4153,40.96,82,82,2.06,broken clouds
662,Abay,KZ,49.6311,72.8539,28.78,62,28,2.86,scattered clouds
663,Erdenet,MN,49.0333,104.0833,26.8,50,55,3.6,broken clouds
664,Little Current,CA,45.9793,-81.9248,67.41,54,97,9.8,overcast clouds
665,Gilbues,BR,-9.8317,-45.3439,98.33,13,1,8.12,clear sky
666,Hailar,CN,49.2,119.7,25.16,64,33,7.52,scattered clouds
667,Port Arthur,CN,38.8,121.2667,41.22,40,38,7.07,scattered clouds
668,Yeppoon,AU,-23.1333,150.7333,64.18,75,65,11.77,broken clouds
669,Santa Ines,BR,-3.6667,-45.38,98.33,26,21,6.62,few clouds
670,Tawang,IN,27.5833,91.8667,53.4,98,99,1.72,overcast clouds
671,Cabra,ES,37.4725,-4.4421,70.45,61,3,5.95,clear sky
672,Sisimiut,GL,66.9395,-53.6735,31.51,74,19,5.84,few clouds
673,Dobroye,RU,52.8678,39.8109,46.09,86,71,8.86,broken clouds
674,Smithers,CA,54.7804,-127.1743,53.92,82,75,4.61,broken clouds
675,Tomaszow Lubelski,PL,50.4477,23.4162,49.69,73,100,12.68,overcast clouds
676,Nogales,MX,31.3086,-110.9422,77.32,38,20,12.66,few clouds
677,Kanganpur,PK,30.7663,74.1231,76.5,31,0,4.97,clear sky
678,Tateyama,JP,34.9833,139.8667,60.1,94,75,11.5,light intensity shower rain
679,Biak,ID,-0.9131,122.8766,75.63,85,100,1.48,overcast clouds
680,Hohhot,CN,40.8106,111.6522,35.89,55,0,4.47,clear sky
681,San Juan,AR,-31.5375,-68.5364,60.51,46,100,16.4,overcast clouds
682,Omsukchan,RU,62.5333,155.8,11.48,95,100,6.13,overcast clouds
683,Rawson,AR,-43.3002,-65.1023,69.42,26,3,23.6,clear sky
684,Helong,CN,42.5397,128.9972,31.93,66,7,4.94,clear sky
685,Tessalit,ML,20.1986,1.0114,96.53,13,45,8.97,scattered clouds
686,Orbetello,IT,42.4408,11.2196,64.42,77,74,6.02,broken clouds
687,Maarianhamina,AX,60.0973,19.9348,57.06,94,0,16.11,clear sky
688,Masuda,JP,34.6667,131.85,63.99,79,100,8.41,light rain
